Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Chennai,PM2.5 - Principal,2019-01-01 01:00 AM,2019,01,01,01,44.2,122,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2019-01-01 02:00 AM,2019,01,01,02,48.1,132,Unhealthy for Sensitive Groups,55.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2019-01-01 03:00 AM,2019,01,01,03,45.9,127,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2019-01-01 04:00 AM,2019,01,01,04,47.0,129,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2019-01-01 05:00 AM,2019,01,01,05,52.8,144,Unhealthy for Sensitive Groups,62.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2019-01-01 06:00 AM,2019,01,01,06,74.3,161,Unhealthy,94.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2019-01-01 07:00 AM,2019,01,01,07,92.1,170,Unhealthy,110.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2019-01-01 08:00 AM,2019,01,01,08,106.0,177,Unhealthy,120.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2019-01-01 09:00 AM,2019,01,01,09,113.5,181,Unhealthy,121.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2019-01-01 10:00 AM,2019,01,01,10,112.2,180,Unhealthy,111.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2019-01-01 11:00 AM,2019,01,01,11,89.6,169,Unhealthy,67.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2019-01-01 12:00 PM,2019,01,01,12,64.3,156,Unhealthy,39.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2019-01-01 01:00 PM,2019,01,01,13,48.6,133,Unhealthy for Sensitive Groups,33.0,UG/M3,1 Hr,Valid
